City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
259,Mahajanga,MG,-15.7167,46.3167,71.62,94,20,1.14,few clouds,2022-05-02 04:39:03
260,Usinsk,RU,65.9939,57.5281,25.86,76,96,11.83,overcast clouds,2022-05-02 04:39:03
261,Broken Hill,AU,-31.95,141.4333,64.11,48,0,6.91,clear sky,2022-05-02 04:39:04
262,Grindavik,IS,63.8424,-22.4338,37.87,75,0,11.5,clear sky,2022-05-02 04:39:04
263,Marrakesh,MA,31.6315,-8.0083,59.07,63,0,1.14,clear sky,2022-05-02 04:39:05
264,Khandyga,RU,62.6667,135.6,45.7,61,30,9.24,scattered clouds,2022-05-02 04:39:05
265,Pantai Remis,MY,4.4557,100.6288,89.62,75,100,2.8,overcast clouds,2022-05-02 04:39:06
266,Aberdeen,GB,57.1437,-2.0981,49.19,87,75,11.5,broken clouds,2022-05-02 04:37:31
267,Vao,NC,-22.6667,167.4833,75.38,88,46,19.66,scattered clouds,2022-05-02 04:39:06
268,Walvis Bay,NA,-22.9575,14.5053,54.55,94,0,3.44,clear sky,2022-05-02 04:39:07
269,Vidim,RU,56.4088,103.1106,37.74,80,100,12.3,overcast clouds,2022-05-02 04:39:07
270,Nanortalik,GL,60.1432,-45.2371,36.19,86,100,1.43,overcast clouds,2022-05-02 04:39:07
271,Piacabucu,BR,-10.4056,-36.4344,77.52,72,41,6.4,scattered clouds,2022-05-02 04:39:08
272,Sistranda,NO,63.7256,8.834,39.16,77,90,39.12,overcast clouds,2022-05-02 04:39:08
273,Puro,PH,12.4841,123.3827,87.73,59,35,6.2,scattered clouds,2022-05-02 04:39:09
274,East London,ZA,-33.0153,27.9116,54.54,87,20,8.05,few clouds,2022-05-02 04:35:38
275,Komsomolskiy,UZ,40.4272,71.7189,83.12,30,80,4.61,broken clouds,2022-05-02 04:39:09
276,Cayenne,GF,4.9333,-52.3333,80.1,1,75,5.99,broken clouds,2022-05-02 04:39:10
277,Omsukchan,RU,62.5333,155.8,31.28,90,41,7.29,scattered clouds,2022-05-02 04:39:10
278,Dharangaon,IN,21.0167,75.2667,97.2,30,1,16.89,clear sky,2022-05-02 04:39:00
279,Simpang,ID,-1.2667,104.0833,87.33,70,99,5.21,light rain,2022-05-02 04:39:11
280,Alice Springs,AU,-23.7,133.8833,74.75,35,16,8.05,few clouds,2022-05-02 04:36:52
281,Broome,US,42.2506,-75.833,56.46,73,100,6.91,overcast clouds,2022-05-02 04:39:11
282,Vanavara,RU,60.34,102.2797,37.85,39,100,10.45,overcast clouds,2022-05-02 04:39:12
283,Sargatskoye,RU,55.6101,73.4972,39.16,89,100,9.33,overcast clouds,2022-05-02 04:39:12
284,Itaituba,BR,-4.2761,-55.9836,73.44,99,99,1.61,overcast clouds,2022-05-02 04:39:13
285,Kampot,KH,10.6167,104.1833,86.05,61,99,6.82,overcast clouds,2022-05-02 04:39:13
286,Aklavik,CA,68.2191,-135.0107,34.7,94,100,9.98,overcast clouds,2022-05-02 04:39:14
287,Ribeira Grande,PT,38.5167,-28.7,61.75,84,19,1.66,few clouds,2022-05-02 04:39:14
288,Dingle,PH,10.9995,122.6711,89.96,51,57,9.28,broken clouds,2022-05-02 04:39:15
289,Nha Trang,VN,12.25,109.1833,87.8,80,95,10.76,overcast clouds,2022-05-02 04:39:15
290,Venice,US,27.0998,-82.4543,72.14,96,20,8.05,few clouds,2022-05-02 04:34:28
291,Sinazongwe,ZM,-17.2614,27.4618,68.14,65,47,5.77,scattered clouds,2022-05-02 04:39:15
292,Bambous Virieux,MU,-20.3428,57.7575,81.21,88,20,2.3,few clouds,2022-05-02 04:39:16
293,Arica,CL,-18.475,-70.3042,62.83,67,100,3.44,overcast clouds,2022-05-02 04:39:16
294,Vostok,RU,46.4856,135.8833,44.06,62,97,9.08,overcast clouds,2022-05-02 04:39:17
295,Moranbah,AU,-22.0016,148.0466,80.46,49,64,16.67,broken clouds,2022-05-02 04:39:17
296,Devils Lake,US,48.1128,-98.8651,37.38,83,100,18.41,overcast clouds,2022-05-02 04:39:17
297,Olonets,RU,60.9847,32.9698,38.61,82,57,8.01,broken clouds,2022-05-02 04:39:18
298,Gushikawa,JP,26.3544,127.8686,67.23,88,75,9.22,light rain,2022-05-02 04:39:18
299,Kampong Cham,KH,11.9934,105.4635,83.17,75,100,3.36,overcast clouds,2022-05-02 04:39:19
300,Pitimbu,BR,-7.4706,-34.8086,75.79,84,52,6.78,broken clouds,2022-05-02 04:39:19
301,Cidreira,BR,-30.1811,-50.2056,62.42,77,100,7.49,overcast clouds,2022-05-02 04:39:20
302,Saint George,US,37.1041,-113.5841,64.99,34,0,5.75,clear sky,2022-05-02 04:39:20
303,Talakan,RU,50.3167,130.3667,56.97,20,100,7.2,overcast clouds,2022-05-02 04:39:21
304,Ust-Maya,RU,60.4167,134.5333,48.79,60,12,13.22,few clouds,2022-05-02 04:39:21
305,Bud,US,39.447,-86.1758,53.62,84,12,6.38,few clouds,2022-05-02 04:39:21
306,Faya,SA,18.3851,42.4509,66.31,37,98,4.12,overcast clouds,2022-05-02 04:39:22
307,Salinopolis,BR,-0.6136,-47.3561,77.14,89,99,5.41,light rain,2022-05-02 04:39:22
308,Fukue,JP,32.6881,128.8419,70.16,46,40,9.22,scattered clouds,2022-05-02 04:39:23
309,Tiarei,PF,-17.5333,-149.3333,80.62,72,79,5.26,broken clouds,2022-05-02 04:39:23
310,Sabratah,LY,32.7933,12.4885,60.82,71,0,10.58,clear sky,2022-05-02 04:39:24
311,Paamiut,GL,61.994,-49.6678,30.88,90,92,7.31,overcast clouds,2022-05-02 04:39:24
312,Ust-Kuyga,RU,70.0167,135.6,22.01,78,100,9.57,overcast clouds,2022-05-02 04:38:18
313,Nome,US,64.5011,-165.4064,39.27,60,0,23.02,clear sky,2022-05-02 04:39:25
314,Ornes,NO,66.8689,13.7078,34.61,98,100,11.59,light snow,2022-05-02 04:39:25
315,Black River,JM,18.0264,-77.8487,76.46,85,84,3.38,broken clouds,2022-05-02 04:39:25
316,Severo-Yeniseyskiy,RU,60.3725,93.0408,30.69,82,100,14.36,light snow,2022-05-02 04:39:26
317,Kahului,US,20.8947,-156.47,73.42,89,100,12.66,heavy intensity rain,2022-05-02 04:37:52
318,Praia,CV,14.9215,-23.5087,70.34,78,20,13.8,few clouds,2022-05-02 04:39:26
319,Khingansk,RU,49.1167,131.1833,50.47,32,100,9.37,overcast clouds,2022-05-02 04:39:27
320,Beberibe,BR,-4.1797,-38.1306,76.91,90,76,9.26,broken clouds,2022-05-02 04:39:27
321,Ca Mau,VN,9.1769,105.15,89.6,60,99,5.86,overcast clouds,2022-05-02 04:39:28
322,Paita,PE,-5.0892,-81.1144,67.77,83,64,12.64,broken clouds,2022-05-02 04:39:28
323,Constitucion,CL,-35.3333,-72.4167,51.8,74,1,6.13,clear sky,2022-05-02 04:36:59
324,Port Hardy,CA,50.6996,-127.4199,48.38,81,100,2.3,light intensity shower rain,2022-05-02 04:39:27
325,Chongwe,ZM,-15.3292,28.682,57.18,86,1,7.23,clear sky,2022-05-02 04:39:29
326,Kavaratti,IN,10.5669,72.642,85.53,66,100,12.06,overcast clouds,2022-05-02 04:39:29
327,Lasa,IT,46.6166,10.7002,47.28,88,39,3.6,scattered clouds,2022-05-02 04:39:30
328,Amahai,ID,-3.3333,128.9167,86.11,67,32,6.8,scattered clouds,2022-05-02 04:39:30
329,Lusambo,CD,-4.9667,23.45,66.83,98,95,2.06,overcast clouds,2022-05-02 04:39:30
330,Fort Morgan,US,40.2503,-103.8,49.42,76,100,23.02,overcast clouds,2022-05-02 04:39:31
331,Basoko,CD,1.2391,23.616,69.73,96,97,5.55,overcast clouds,2022-05-02 04:39:31
332,Port Blair,IN,11.6667,92.75,86.04,74,40,9.22,scattered clouds,2022-05-02 04:39:32
333,Kindu,CD,-2.95,25.95,68.88,97,100,0.92,overcast clouds,2022-05-02 04:39:32
334,Okhotsk,RU,59.3833,143.3,35.71,77,34,9.51,scattered clouds,2022-05-02 04:39:33
335,Bignona,SN,12.8103,-16.2264,73.49,63,77,5.48,broken clouds,2022-05-02 04:39:33
336,Le Port,RE,-20.9373,55.2919,80.62,61,0,2.04,clear sky,2022-05-02 04:39:33
337,Greenfield,US,42.9614,-88.0126,49.48,80,100,9.22,overcast clouds,2022-05-02 04:39:34
338,Mitsamiouli,KM,-11.3847,43.2844,80.89,74,20,25.32,few clouds,2022-05-02 04:39:34
339,Maceio,BR,-9.6658,-35.7353,74.64,88,40,3.44,scattered clouds,2022-05-02 04:39:35
340,Inverness,GB,57.4791,-4.224,48.97,87,98,3.0,overcast clouds,2022-05-02 04:37:58
341,San Juan,AR,-31.5375,-68.5364,56.43,53,58,4.43,broken clouds,2022-05-02 04:37:15
342,Pingliang,CN,35.5392,106.6861,64.81,14,0,7.7,clear sky,2022-05-02 04:39:10
343,Port Macquarie,AU,-31.4333,152.9167,71.89,57,34,7.31,scattered clouds,2022-05-02 04:39:35
344,Geraldton,AU,-28.7667,114.6,77.41,36,0,12.66,clear sky,2022-05-02 04:39:36
345,Adrar,MR,20.5022,-10.0711,73.17,19,0,10.74,clear sky,2022-05-02 04:39:36
346,Norman Wells,CA,65.282,-126.8329,50.04,40,75,11.5,broken clouds,2022-05-02 04:39:36
347,Valkla,EE,59.4744,25.3186,39.25,72,58,8.48,broken clouds,2022-05-02 04:39:37
348,Leopold,AU,-38.1833,144.4667,69.66,60,100,13.8,overcast clouds,2022-05-02 04:39:37
349,Bolshaya Glushitsa,RU,50.2406,43.5908,47.01,49,31,6.26,scattered clouds,2022-05-02 04:39:38
350,Fare,PF,-16.7,-151.0167,81.03,73,72,10.25,broken clouds,2022-05-02 04:39:38
351,Capreol,CA,46.706,-80.9225,48.54,88,100,8.05,overcast clouds,2022-05-02 04:39:38
352,Reconquista,AR,-29.15,-59.65,58.15,96,100,8.95,overcast clouds,2022-05-02 04:39:39
353,Nemuro,JP,43.3236,145.575,42.03,94,96,12.01,overcast clouds,2022-05-02 04:39:39
354,Hofn,IS,64.2539,-15.2082,31.77,78,100,7.38,overcast clouds,2022-05-02 04:39:40
355,Lorengau,PG,-2.0226,147.2712,83.57,74,98,1.59,overcast clouds,2022-05-02 04:39:40
356,Ibra,OM,22.6906,58.5334,92.32,16,0,5.1,clear sky,2022-05-02 04:39:41
357,Fez,MA,34.0372,-4.9998,50.25,71,0,5.75,clear sky,2022-05-02 04:39:41
358,Maracacume,BR,-2.0428,-45.9592,73.09,98,98,1.57,overcast clouds,2022-05-02 04:39:41
359,El Alto,PE,-4.2714,-81.2147,66.07,84,72,11.79,broken clouds,2022-05-02 04:39:42
360,Kleive,NO,62.7954,7.6359,40.71,87,75,21.85,broken clouds,2022-05-02 04:39:42
361,Ilulissat,GL,69.2167,-51.1,17.62,62,46,0.0,scattered clouds,2022-05-02 04:39:43
362,Borogontsy,RU,62.6683,131.1683,46.13,64,92,12.12,overcast clouds,2022-05-02 04:39:43
363,Eyrarbakki,IS,63.863,-21.1481,37.45,67,99,8.93,overcast clouds,2022-05-02 04:39:44
364,Havre,FR,49.5833,0.3333,49.77,81,0,9.22,clear sky,2022-05-02 04:39:44
365,Sohag,EG,26.557,31.6948,70.09,20,29,1.28,scattered clouds,2022-05-02 04:39:44
366,Ayorou,NE,14.7308,0.9174,83.1,15,72,9.13,broken clouds,2022-05-02 04:39:45
367,Coihaique,CL,-45.5752,-72.0662,42.75,93,0,5.75,clear sky,2022-05-02 04:36:52
368,Teeswater,CA,43.9959,-81.2865,50.65,88,90,7.14,overcast clouds,2022-05-02 04:39:45
369,Qui Nhon,VN,13.7667,109.2333,78.31,85,100,14.9,overcast clouds,2022-05-02 04:39:46
370,Kushima,JP,31.4583,131.2333,68.52,34,100,8.05,overcast clouds,2022-05-02 04:39:46
371,Luanda,AO,-8.8368,13.2343,77.0,88,20,4.61,few clouds,2022-05-02 04:39:47
372,Colesberg,ZA,-30.72,25.0972,51.28,50,1,2.62,clear sky,2022-05-02 04:39:47
373,Keffi,NG,8.8486,7.8736,74.37,79,88,2.73,overcast clouds,2022-05-02 04:39:47
374,Apastovo,RU,55.2029,48.5109,46.2,51,26,11.27,scattered clouds,2022-05-02 04:39:48
375,Bluefield,US,37.2698,-81.2223,59.56,88,100,9.22,mist,2022-05-02 04:39:48
376,Lagoa,PT,39.05,-27.9833,60.15,83,21,2.86,few clouds,2022-05-02 04:39:49
377,Kungurtug,RU,50.5994,97.5228,69.57,14,51,7.96,broken clouds,2022-05-02 04:39:49
378,Bathsheba,BB,13.2167,-59.5167,79.41,89,40,16.11,scattered clouds,2022-05-02 04:39:50
379,Watsa,CD,3.0372,29.5355,65.08,95,100,2.73,overcast clouds,2022-05-02 04:39:50
380,Falun,SE,60.6036,15.626,43.95,62,93,10.0,overcast clouds,2022-05-02 04:39:50
381,Ust-Kan,RU,50.9276,84.761,60.3,42,100,15.55,overcast clouds,2022-05-02 04:39:51
382,Camacha,PT,33.0833,-16.3333,60.22,67,40,11.5,scattered clouds,2022-05-02 04:39:51
383,Valparaiso,CL,-33.0393,-71.6273,55.47,74,0,4.61,clear sky,2022-05-02 04:37:08
384,Lisakovsk,KZ,52.5369,62.4936,45.45,43,9,14.94,clear sky,2022-05-02 04:39:52
385,San Prisco,IT,41.0871,14.2782,57.43,72,93,3.36,overcast clouds,2022-05-02 04:39:52
386,Peterhead,GB,57.5058,-1.7981,48.6,85,97,14.81,overcast clouds,2022-05-02 04:39:53
387,Nushki,PK,29.5542,66.0215,87.71,14,6,0.58,clear sky,2022-05-02 04:39:53
388,Tagusao,PH,9.1924,117.8141,86.74,65,99,3.22,overcast clouds,2022-05-02 04:39:53
389,Katherine,AU,-14.4667,132.2667,95.32,26,40,13.8,scattered clouds,2022-05-02 04:39:54
390,Gamba,GA,-2.65,10.0,76.12,91,100,2.26,overcast clouds,2022-05-02 04:39:54
391,Annecy-Le-Vieux,FR,45.9197,6.1439,46.36,87,0,3.44,clear sky,2022-05-02 04:39:55
392,Mnogovershinnyy,RU,53.9353,139.9242,32.5,93,99,3.62,overcast clouds,2022-05-02 04:39:55
393,San Rafael Del Sur,NI,11.8485,-86.4384,81.57,75,99,4.56,overcast clouds,2022-05-02 04:39:56
394,Carandai,BR,-20.9536,-43.8064,56.14,80,0,2.48,clear sky,2022-05-02 04:39:56
395,Deputatskiy,RU,69.3,139.9,29.57,94,99,3.15,overcast clouds,2022-05-02 04:39:56
396,Kaeo,NZ,-35.1,173.7833,64.33,84,100,6.08,overcast clouds,2022-05-02 04:39:57
397,Cortez,US,37.3489,-108.5859,58.03,30,100,13.8,overcast clouds,2022-05-02 04:39:57
398,Pisco,PE,-13.7,-76.2167,64.45,82,0,8.05,clear sky,2022-05-02 04:39:58
399,Lixourion,GR,38.2019,20.4314,60.57,83,100,3.31,light rain,2022-05-02 04:39:58
400,Rabaul,PG,-4.1967,152.1721,85.17,68,8,9.06,clear sky,2022-05-02 04:39:58
401,Birao,CF,10.2849,22.7882,80.74,57,97,5.79,overcast clouds,2022-05-02 04:39:59
402,Hammerfest,NO,70.6634,23.6821,28.85,86,75,20.71,light snow,2022-05-02 04:39:59
403,Stavern,NO,59.0,10.0333,43.52,84,54,9.35,broken clouds,2022-05-02 04:40:00
404,Madingou,CG,-4.1536,13.55,72.73,95,100,0.78,light rain,2022-05-02 04:40:00
405,Kaminskiy,RU,57.1516,41.4732,43.03,69,42,6.44,scattered clouds,2022-05-02 04:40:01
406,Elesbao Veloso,BR,-6.2019,-42.1403,76.51,69,91,1.45,moderate rain,2022-05-02 04:40:01
407,Truth Or Consequences,US,33.1284,-107.2528,75.43,6,0,10.36,clear sky,2022-05-02 04:40:01
408,Takoradi,GH,4.8845,-1.7554,79.39,86,96,6.35,overcast clouds,2022-05-02 04:40:02
409,Alta Gracia,AR,-31.6529,-64.4283,48.31,58,83,3.02,broken clouds,2022-05-02 04:40:02
410,Sambava,MG,-14.2667,50.1667,78.69,83,43,8.55,light rain,2022-05-02 04:40:03
411,College,US,64.8569,-147.8028,52.59,38,75,6.91,broken clouds,2022-05-02 04:40:03
412,Vila Do Maio,CV,15.1333,-23.2167,70.59,83,30,14.79,scattered clouds,2022-05-02 04:40:04
413,Eisiskes,LT,54.1667,25.0,43.48,84,50,4.61,scattered clouds,2022-05-02 04:40:04
414,Benton Harbor,US,42.1167,-86.4542,50.65,78,100,14.97,overcast clouds,2022-05-02 04:40:05
415,Aasiaat,GL,68.7098,-52.8699,7.65,96,52,2.91,broken clouds,2022-05-02 04:40:05
416,Weihai,CN,37.5017,122.1136,55.51,42,1,7.58,clear sky,2022-05-02 04:40:05
417,Huilong,CN,31.8111,121.655,70.0,49,79,11.74,broken clouds,2022-05-02 04:40:06
418,Rajpur,IN,22.3,74.35,96.33,29,2,16.37,clear sky,2022-05-02 04:40:06
419,Muros,ES,42.7762,-9.0603,53.1,84,83,6.13,broken clouds,2022-05-02 04:40:07
420,Kondopoga,RU,62.2057,34.2614,40.69,89,93,6.69,overcast clouds,2022-05-02 04:40:07
421,Uruzgan,AF,32.8333,66.0,74.8,25,100,2.44,overcast clouds,2022-05-02 04:40:08
422,Eureka,US,40.8021,-124.1637,51.93,83,36,0.63,scattered clouds,2022-05-02 04:40:08
423,Lompoc,US,34.6391,-120.4579,52.59,87,100,8.05,overcast clouds,2022-05-02 04:38:01
424,Wanxian,CN,30.8039,108.3897,67.64,63,89,2.91,overcast clouds,2022-05-02 04:40:09
425,Verkhoshizhemye,RU,58.011,49.1038,41.18,66,91,7.67,overcast clouds,2022-05-02 04:40:09
426,Santa Cruz,BO,-17.8,-63.1667,72.86,88,75,4.61,broken clouds,2022-05-02 04:40:09
427,Milpitas,US,37.4283,-121.9066,59.56,64,0,13.8,clear sky,2022-05-02 04:38:52
428,Lashio,MM,22.9333,97.75,91.69,30,13,4.9,few clouds,2022-05-02 04:40:10
429,Chapais,CA,49.7834,-74.8492,40.78,92,76,9.24,broken clouds,2022-05-02 04:40:11
430,Phan Thiet,VN,10.9333,108.1,88.2,61,97,8.66,overcast clouds,2022-05-02 04:39:55
431,Teofilo Otoni,BR,-17.8575,-41.5053,64.06,93,46,2.75,scattered clouds,2022-05-02 04:38:37
432,Chipinge,ZW,-20.1883,32.6236,55.9,95,84,3.27,broken clouds,2022-05-02 04:40:11
433,Mattawa,US,46.7379,-119.9028,61.41,66,100,28.01,overcast clouds,2022-05-02 04:40:12
434,San Martin,AR,-33.081,-68.4681,57.74,36,42,7.43,scattered clouds,2022-05-02 04:40:12
435,Lensk,RU,60.7253,114.9278,32.0,56,100,8.88,overcast clouds,2022-05-02 04:40:12
436,Damoh,IN,23.8333,79.45,103.96,15,35,11.97,scattered clouds,2022-05-02 04:40:13
437,Pozhva,RU,59.0912,56.0847,34.84,82,91,5.66,overcast clouds,2022-05-02 04:40:13
438,Shahe,CN,39.2708,113.5478,66.92,21,2,9.51,clear sky,2022-05-02 04:40:14
439,Buraydah,SA,26.326,43.975,72.05,15,0,8.3,clear sky,2022-05-02 04:40:14
440,Namibe,AO,-15.1961,12.1522,71.6,74,27,5.55,scattered clouds,2022-05-02 04:39:35
441,Namatanai,PG,-3.6667,152.4333,85.03,68,15,6.91,few clouds,2022-05-02 04:40:15
442,Zhigalovo,RU,54.8097,105.1578,52.57,68,100,10.78,overcast clouds,2022-05-02 04:40:15
443,Saurimo,AO,-9.6608,20.3916,59.23,68,68,6.6,broken clouds,2022-05-02 04:40:16
444,San Quintin,MX,30.4833,-115.95,57.92,83,0,10.85,clear sky,2022-05-02 04:40:16
445,Puerto Madero,MX,14.7208,-92.4215,82.44,75,93,4.83,overcast clouds,2022-05-02 04:40:16
446,Ruteng,ID,-8.6136,120.4721,77.25,61,60,2.35,broken clouds,2022-05-02 04:40:17
447,Dijkot,PK,31.2167,72.9833,106.92,10,7,7.36,clear sky,2022-05-02 04:40:17
448,Nouadhibou,MR,20.931,-17.0347,64.38,88,2,16.11,clear sky,2022-05-02 04:40:18
449,Shache,CN,38.4167,77.2406,77.43,10,6,9.95,clear sky,2022-05-02 04:40:18
450,Yining,CN,29.0361,114.5636,73.99,38,85,2.82,overcast clouds,2022-05-02 04:40:19
451,Muroto,JP,33.2833,134.15,64.04,46,83,13.85,broken clouds,2022-05-02 04:40:19
452,Itoman,JP,26.1247,127.6694,68.02,80,75,10.36,light rain,2022-05-02 04:40:19
453,Wajima,JP,37.4,136.9,54.28,71,75,3.44,broken clouds,2022-05-02 04:40:20
454,Mukhen,RU,48.1,136.1,50.67,51,97,8.25,overcast clouds,2022-05-02 04:40:20
455,Nanning,CN,22.8167,108.3167,73.85,42,45,8.9,scattered clouds,2022-05-02 04:40:21
456,Vestmanna,FO,62.1564,-7.1664,36.52,70,100,23.02,overcast clouds,2022-05-02 04:40:21
457,Sakakah,SA,29.9697,40.2064,67.57,31,0,10.27,clear sky,2022-05-02 04:40:22
458,Vila Velha,BR,-20.3297,-40.2925,76.95,82,0,8.05,clear sky,2022-05-02 04:36:44
459,Kopavogur,IS,64.1123,-21.913,37.62,60,0,10.36,clear sky,2022-05-02 04:40:22
460,Westonaria,ZA,-26.3191,27.6486,51.08,38,0,2.04,clear sky,2022-05-02 04:36:40
461,Donnacona,CA,46.6804,-71.7239,44.91,87,0,8.28,clear sky,2022-05-02 04:40:23
462,Marienburg,PL,54.0359,19.0266,43.88,81,9,2.82,clear sky,2022-05-02 04:40:23
463,Mandalgovi,MN,45.7625,106.2708,68.74,12,66,12.68,broken clouds,2022-05-02 04:40:24
464,Jalu,LY,29.0331,21.5482,71.04,50,89,18.32,overcast clouds,2022-05-02 04:40:24
465,Searcy,US,35.2506,-91.7363,62.15,90,0,0.0,clear sky,2022-05-02 04:40:24
466,Kisangani,CD,0.5167,25.2,70.39,99,100,3.44,light rain,2022-05-02 04:40:25
467,Rocha,UY,-34.4833,-54.3333,54.23,68,99,5.79,overcast clouds,2022-05-02 04:35:26
468,Kilindoni,TZ,-7.9139,39.6668,79.12,80,54,21.47,light rain,2022-05-02 04:40:25
469,Tezu,IN,27.9167,96.1667,83.32,56,98,3.6,overcast clouds,2022-05-02 04:40:26
470,Port Hedland,AU,-20.3167,118.5667,87.85,45,94,8.05,overcast clouds,2022-05-02 04:40:26
471,Harper,LR,4.375,-7.7169,79.92,83,62,4.56,broken clouds,2022-05-02 04:40:27
472,Manoel Urbano,BR,-8.8389,-69.2597,72.9,87,58,2.62,broken clouds,2022-05-02 04:40:27
473,Noboribetsu,JP,42.4514,141.1731,46.69,66,32,20.85,scattered clouds,2022-05-02 04:40:27
474,Bilibino,RU,68.0546,166.4372,28.06,72,55,2.53,broken clouds,2022-05-02 04:40:28
475,Korla,CN,41.7597,86.1469,72.79,15,23,19.06,few clouds,2022-05-02 04:40:28
476,Umm Kaddadah,SD,13.6017,26.6876,82.45,12,93,4.05,overcast clouds,2022-05-02 04:39:49
477,Uglegorsk,RU,49.0833,142.0333,38.7,79,100,13.53,overcast clouds,2022-05-02 04:40:29
478,Hualmay,PE,-11.0964,-77.6139,64.56,87,90,4.29,overcast clouds,2022-05-02 04:40:29
479,Longyearbyen,SJ,78.2186,15.6401,10.24,67,75,8.05,broken clouds,2022-05-02 04:37:36
480,Talcahuano,CL,-36.7167,-73.1167,47.88,100,1,4.61,mist,2022-05-02 04:40:29
481,Mujiayingzi,CN,42.1167,118.7833,64.83,24,39,4.7,scattered clouds,2022-05-02 04:40:30
482,Ciudad Bolivar,VE,8.1222,-63.5497,79.0,69,32,12.62,scattered clouds,2022-05-02 04:40:30
483,Port Keats,AU,-14.25,129.55,93.92,35,41,6.89,scattered clouds,2022-05-02 04:40:31
484,Eyl,SO,7.9803,49.8164,88.09,59,100,13.65,overcast clouds,2022-05-02 04:40:31
485,Cervia,IT,44.2657,12.3427,55.99,86,40,9.22,scattered clouds,2022-05-02 04:40:32
486,Yerbogachen,RU,61.2767,108.0108,35.53,46,4,1.86,clear sky,2022-05-02 04:40:32
487,Sohbatpur,PK,28.5202,68.5434,106.25,10,60,10.85,broken clouds,2022-05-02 04:40:33
488,Mahibadhoo,MV,3.7833,72.9667,85.06,75,95,18.95,overcast clouds,2022-05-02 04:40:33
489,Sokoto,NG,13.0609,5.239,82.33,18,65,6.29,broken clouds,2022-05-02 04:40:33
490,Trairi,BR,-3.2778,-39.2689,75.56,94,97,6.85,overcast clouds,2022-05-02 04:40:34
491,Beringovskiy,RU,63.05,179.3167,20.68,82,22,10.38,few clouds,2022-05-02 04:40:34
492,Elizabeth City,US,36.2946,-76.2511,69.82,73,100,17.27,overcast clouds,2022-05-02 04:40:35
493,Pemberton,CA,50.3164,-122.8027,44.98,98,100,2.42,overcast clouds,2022-05-02 04:40:35
494,Zhuhai,CN,22.2769,113.5678,67.78,77,40,20.71,light rain,2022-05-02 04:40:35
495,Libreville,GA,0.3925,9.4537,77.02,88,40,6.91,thunderstorm,2022-05-02 04:40:36
496,Rovnoye,RU,50.7765,46.0509,45.59,45,20,7.25,few clouds,2022-05-02 04:40:36
497,Orocue,CO,4.7912,-71.3354,76.41,80,34,2.71,scattered clouds,2022-05-02 04:40:37
498,Kajaani,FI,64.2273,27.7285,35.65,93,100,9.22,light rain,2022-05-02 04:40:37
499,Hami,CN,42.8,93.45,75.0,7,65,4.81,broken clouds,2022-05-02 04:40:38
500,Seydi,TM,39.4816,62.9137,77.79,36,100,12.53,overcast clouds,2022-05-02 04:40:38
501,Thames,NZ,-37.1333,175.5333,62.24,74,100,3.76,overcast clouds,2022-05-02 04:40:38
502,Orbetello,IT,42.4408,11.2196,46.42,84,10,4.12,clear sky,2022-05-02 04:40:39
503,Aswan,EG,24.0934,32.907,76.3,19,0,5.75,clear sky,2022-05-02 04:40:39
504,Nouakchott,MR,18.0858,-15.9785,64.33,83,10,13.0,clear sky,2022-05-02 04:40:40
505,Warrington,GB,53.3925,-2.5802,52.79,91,100,4.61,overcast clouds,2022-05-02 04:40:40
506,Lere,NG,10.387,8.5726,74.61,62,85,4.03,overcast clouds,2022-05-02 04:40:41
507,Russell,US,32.3502,-85.1999,69.4,91,0,0.0,clear sky,2022-05-02 04:40:41
508,Butka,RU,56.7179,63.7866,40.41,43,9,13.35,clear sky,2022-05-02 04:40:41
509,Bambanglipuro,ID,-7.95,110.2833,88.74,64,94,9.6,overcast clouds,2022-05-02 04:40:42
510,Sergeyevka,KZ,53.88,67.4158,40.37,93,98,12.17,light rain,2022-05-02 04:40:42
511,Grand Gaube,MU,-20.0064,57.6608,81.37,71,6,5.01,clear sky,2022-05-02 04:40:43
512,Herat,AF,34.5,62.0,68.13,46,100,7.78,overcast clouds,2022-05-02 04:40:43
513,Vertientes,CU,21.2594,-78.1464,74.01,84,19,10.6,few clouds,2022-05-02 04:40:43
514,Paka,MY,4.6374,103.4368,89.53,66,40,6.91,scattered clouds,2022-05-02 04:40:44
515,Opuwo,NA,-18.0607,13.84,66.42,46,64,5.97,broken clouds,2022-05-02 04:40:44
516,Turayf,SA,31.6725,38.6637,57.45,82,0,3.44,clear sky,2022-05-02 04:40:45
517,Magadan,RU,59.5667,150.8,43.54,86,85,4.38,overcast clouds,2022-05-02 04:40:45
518,Port-Gentil,GA,-0.7193,8.7815,80.6,80,100,7.45,overcast clouds,2022-05-02 04:40:46
519,Nemesnadudvar,HU,46.3405,19.0511,52.34,70,92,7.74,overcast clouds,2022-05-02 04:40:46
520,Lavrentiya,RU,65.5833,-171.0,14.27,86,10,9.95,clear sky,2022-05-02 04:40:46
521,Veraval,IN,20.9,70.3667,87.91,68,0,11.79,clear sky,2022-05-02 04:40:47
522,Finschhafen,PG,-6.6024,147.8681,84.16,69,23,2.42,few clouds,2022-05-02 04:36:58
523,Shimoda,JP,34.6667,138.95,66.56,72,98,7.29,overcast clouds,2022-05-02 04:40:47
